ID,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv
348,0.0187,85.0,4.15,0,4.29,65.16,27.7,8.5353,4,35.1,17.9,39.243,6.36,23.1
349,0.015009999999999999,80.0,2.01,0,4.35,66.35,29.7,8.344,4,28.0,17.0,39.094,5.99,24.5
350,0.02899,40.0,1.25,0,4.29,69.39,34.5,8.7921,1,33.5,19.7,38.985,5.89,26.6
353,0.07244,60.0,1.69,0,4.11,58.839999999999996,18.5,10.7103,4,41.1,18.3,39.233,7.79,18.6
357,8.98296,0.0,18.1,10,7.7,62.120000000000005,97.4,2.1222,24,66.6,20.2,37.773,17.6,17.8
358,3.8497,0.0,18.1,10,7.7,63.949999999999996,91.0,2.5052,24,66.6,20.2,39.134,13.27,21.7
359,5.20177,0.0,18.1,10,7.7,61.27000000000001,83.4,2.7227,24,66.6,20.2,39.543,11.48,22.7
360,4.26131,0.0,18.1,0,7.7,61.120000000000005,81.3,2.5091,24,66.6,20.2,39.074,12.67,22.6
361,4.541919999999999,0.0,18.1,0,7.7,63.98,88.0,2.5182,24,66.6,20.2,37.456,7.79,25.0
363,3.6782199999999996,0.0,18.1,0,7.7,53.620000000000005,96.2,2.1036,24,66.6,20.2,38.079,10.19,20.8
366,4.55587,0.0,18.1,0,7.18,35.61000000000001,87.9,1.6132,24,66.6,20.2,35.47,7.12,27.5
367,3.69695,0.0,18.1,0,7.18,49.63,91.4,1.7523,24,66.6,20.2,31.602999999999998,14.0,21.9
368,13.5222,0.0,18.1,0,6.3100000000000005,38.63,100.0,1.5106,24,66.6,20.2,13.142,13.33,23.1
369,4.898219999999999,0.0,18.1,0,6.3100000000000005,49.699999999999996,100.0,1.3325,24,66.6,20.2,37.552,3.26,50.0
371,6.53876,0.0,18.1,10,6.3100000000000005,70.16,97.5,1.2024,24,66.6,20.2,39.205,2.96,50.0
372,9.2323,0.0,18.1,0,6.3100000000000005,62.160000000000004,100.0,1.1691,24,66.6,20.2,36.614999999999995,9.53,50.0
373,8.26725,0.0,18.1,10,6.68,58.75,89.6,1.1296,24,66.6,20.2,34.788,8.88,50.0
374,11.1081,0.0,18.1,0,6.68,49.06,100.0,1.1742,24,66.6,20.2,39.69,34.77,13.8
375,18.4982,0.0,18.1,0,6.68,41.379999999999995,100.0,1.137,24,66.6,20.2,39.69,37.97,13.8
377,15.288,0.0,18.1,0,6.709999999999999,66.49,93.3,1.3449,24,66.6,20.2,36.302,23.24,13.9
378,9.82349,0.0,18.1,0,6.709999999999999,67.94,98.8,1.358,24,66.6,20.2,39.69,21.24,13.3
383,9.18702,0.0,18.1,0,7.0,55.36000000000001,100.0,1.5804,24,66.6,20.2,39.69,23.6,11.3
384,7.9924800000000005,0.0,18.1,0,7.0,55.199999999999996,100.0,1.5331,24,66.6,20.2,39.69,24.56,12.3
385,20.0849,0.0,18.1,0,7.0,43.68000000000001,91.2,1.4395,24,66.6,20.2,28.583,30.63,8.8
387,24.3938,0.0,18.1,0,7.0,46.52,100.0,1.4672,24,66.6,20.2,39.69,28.28,10.5
388,22.5971,0.0,18.1,0,7.0,50.0,89.5,1.5184,24,66.6,20.2,39.69,31.99,7.4
390,8.15174,0.0,18.1,0,7.0,53.9,98.9,1.7281,24,66.6,20.2,39.69,20.85,11.5
392,5.29305,0.0,18.1,0,7.0,60.510000000000005,82.5,2.1678,24,66.6,20.2,37.838,18.76,23.2
393,11.5779,0.0,18.1,0,7.0,50.36000000000001,97.0,1.77,24,66.6,20.2,39.69,25.68,9.7
395,13.3598,0.0,18.1,0,6.93,58.870000000000005,94.7,1.7821,24,66.6,20.2,39.69,16.35,12.7
397,5.87205,0.0,18.1,0,6.93,64.05,96.0,1.6768,24,66.6,20.2,39.69,19.37,12.5
399,38.3518,0.0,18.1,0,6.93,54.529999999999994,100.0,1.4896,24,66.6,20.2,39.69,30.59,5.0
401,25.0461,0.0,18.1,0,6.93,59.870000000000005,100.0,1.5888,24,66.6,20.2,39.69,26.77,5.6
402,14.2362,0.0,18.1,0,6.93,63.43,100.0,1.5741,24,66.6,20.2,39.69,20.32,7.2
404,24.8017,0.0,18.1,0,6.93,53.49,96.0,1.7028,24,66.6,20.2,39.69,19.77,8.3
408,11.9511,0.0,18.1,0,6.59,56.08,100.0,1.2852,24,66.6,20.2,33.208999999999996,12.13,27.9
409,7.40389,0.0,18.1,0,5.97,56.17000000000001,97.9,1.4547,24,66.6,20.2,31.464,26.4,17.2
414,28.6558,0.0,18.1,0,5.97,51.550000000000004,100.0,1.5894,24,66.6,20.2,21.097,20.08,16.3
415,45.7461,0.0,18.1,0,6.93,45.19,100.0,1.6582,24,66.6,20.2,8.827,36.98,7.0
416,18.0846,0.0,18.1,0,6.790000000000001,64.34,100.0,1.8347,24,66.6,20.2,2.725,29.05,7.2
418,25.9406,0.0,18.1,0,6.790000000000001,53.03999999999999,89.1,1.6475,24,66.6,20.2,12.736,26.64,10.4
419,73.5341,0.0,18.1,0,6.790000000000001,59.57000000000001,100.0,1.8026,24,66.6,20.2,1.645,20.62,8.8
420,11.8123,0.0,18.1,0,7.18,68.24,76.5,1.794,24,66.6,20.2,4.845000000000001,22.74,8.4
425,8.792119999999999,0.0,18.1,0,5.84,55.650000000000006,70.6,2.0635,24,66.6,20.2,0.365,17.16,11.7
426,15.8603,0.0,18.1,0,6.790000000000001,58.96,95.4,1.9096,24,66.6,20.2,0.768,24.39,8.3
428,37.6619,0.0,18.1,0,6.790000000000001,62.02000000000001,78.7,1.8629,24,66.6,20.2,1.8820000000000001,14.52,10.9
429,7.36711,0.0,18.1,0,6.790000000000001,61.92999999999999,78.1,1.9356,24,66.6,20.2,9.673,21.52,11.0
430,9.33889,0.0,18.1,0,6.790000000000001,63.8,95.6,1.9682,24,66.6,20.2,6.072,24.08,9.5
432,10.0623,0.0,18.1,0,5.84,68.33,94.3,2.0882,24,66.6,20.2,8.133,19.69,14.1
433,6.44405,0.0,18.1,0,5.84,64.25,74.8,2.2004,24,66.6,20.2,9.795,12.03,16.1
434,5.5810699999999995,0.0,18.1,0,7.13,64.36,87.9,2.3158,24,66.6,20.2,10.019,16.22,14.3
435,13.9134,0.0,18.1,0,7.13,62.07999999999999,95.0,2.2222,24,66.6,20.2,10.062999999999999,15.17,11.7
438,15.1772,0.0,18.1,0,7.4,61.52,100.0,1.9142,24,66.6,20.2,0.932,26.45,8.7
440,9.39063,0.0,18.1,0,7.4,56.27000000000001,93.9,1.8172,24,66.6,20.2,39.69,22.88,12.8
441,22.0511,0.0,18.1,0,7.4,58.17999999999999,92.4,1.8662,24,66.6,20.2,39.144999999999996,22.11,10.5
442,9.72418,0.0,18.1,0,7.4,64.06,97.2,2.0651,24,66.6,20.2,38.596,19.52,17.1
443,5.66637,0.0,18.1,0,7.4,62.19,100.0,2.0048,24,66.6,20.2,39.569,16.59,18.4
444,9.96654,0.0,18.1,0,7.4,64.85000000000001,100.0,1.9784,24,66.6,20.2,38.673,18.85,15.4
445,12.8023,0.0,18.1,0,7.4,58.54,96.6,1.8956,24,66.6,20.2,24.052,23.79,10.8
446,10.6718,0.0,18.1,0,7.4,64.59,94.8,1.9879,24,66.6,20.2,4.306,23.98,11.8
448,9.92485,0.0,18.1,0,7.4,62.510000000000005,96.6,2.198,24,66.6,20.2,38.852,16.44,12.6
449,9.329089999999999,0.0,18.1,0,7.13,61.849999999999994,98.7,2.2616,24,66.6,20.2,39.69,18.13,14.1
452,5.44114,0.0,18.1,0,7.13,66.55,98.2,2.3552,24,66.6,20.2,35.529,17.73,15.2
453,5.09017,0.0,18.1,0,7.13,62.970000000000006,91.8,2.3682,24,66.6,20.2,38.509,17.27,16.1
454,8.24809,0.0,18.1,0,7.13,73.92999999999999,99.3,2.4527,24,66.6,20.2,37.587,16.74,17.8
456,4.75237,0.0,18.1,0,7.13,65.25,86.5,2.4358,24,66.6,20.2,5.0920000000000005,18.13,14.1
458,8.20058,0.0,18.1,0,7.13,59.36,80.3,2.7792,24,66.6,20.2,0.35,16.94,13.5
459,7.75223,0.0,18.1,0,7.13,63.010000000000005,83.7,2.7831,24,66.6,20.2,27.220999999999997,16.23,14.9
460,6.80117,0.0,18.1,0,7.13,60.81,84.4,2.7175,24,66.6,20.2,39.69,14.7,20.0
461,4.812130000000001,0.0,18.1,0,7.13,67.01,90.0,2.5975,24,66.6,20.2,25.523,16.42,16.4
462,3.69311,0.0,18.1,0,7.13,63.760000000000005,88.4,2.5671,24,66.6,20.2,39.143,14.65,17.7
463,6.65492,0.0,18.1,0,7.13,63.17,83.0,2.7344,24,66.6,20.2,39.69,13.99,19.5
464,5.82115,0.0,18.1,0,7.13,65.13,89.9,2.8016,24,66.6,20.2,39.382,10.29,20.2
465,7.83932,0.0,18.1,0,6.550000000000001,62.089999999999996,65.4,2.9634,24,66.6,20.2,39.69,13.22,21.4
466,3.1636,0.0,18.1,0,6.550000000000001,57.589999999999996,48.2,3.0665,24,66.6,20.2,33.44,14.13,19.9
467,3.7749800000000002,0.0,18.1,0,6.550000000000001,59.52000000000001,84.7,2.8715,24,66.6,20.2,2.201,17.15,19.0
468,4.422280000000001,0.0,18.1,0,5.84,60.029999999999994,94.5,2.5403,24,66.6,20.2,33.129000000000005,21.32,19.1
469,15.5757,0.0,18.1,0,5.8,59.260000000000005,71.0,2.9084,24,66.6,20.2,36.874,18.13,19.1
470,13.0751,0.0,18.1,0,5.8,57.129999999999995,56.7,2.8237,24,66.6,20.2,39.69,14.76,20.1
472,4.03841,0.0,18.1,0,5.32,62.29,90.7,3.0993,24,66.6,20.2,39.533,12.87,19.6
473,3.56868,0.0,18.1,0,5.8,64.37,75.0,2.8965,24,66.6,20.2,39.337,14.36,23.2
475,8.05579,0.0,18.1,0,5.84,54.27,95.4,2.4298,24,66.6,20.2,35.257999999999996,18.14,13.8
477,4.87141,0.0,18.1,0,6.14,64.84,93.6,2.3053,24,66.6,20.2,39.620999999999995,18.68,16.7
478,15.0234,0.0,18.1,0,6.14,53.03999999999999,97.3,2.1007,24,66.6,20.2,34.948,24.91,12.0
479,10.232999999999999,0.0,18.1,0,6.14,61.849999999999994,96.7,2.1705,24,66.6,20.2,37.97,18.03,14.6
480,14.3337,0.0,18.1,0,6.14,62.29,88.0,1.9512,24,66.6,20.2,38.332,13.11,21.4
481,5.8240099999999995,0.0,18.1,0,5.32,62.42000000000001,64.7,3.4242,24,66.6,20.2,39.69,10.74,23.0
482,5.7081800000000005,0.0,18.1,0,5.32,67.5,74.9,3.3317,24,66.6,20.2,39.307,7.74,23.7
484,2.81838,0.0,18.1,0,5.32,57.620000000000005,40.3,4.0983,24,66.6,20.2,39.292,10.42,21.8
485,2.37857,0.0,18.1,0,5.83,58.71000000000001,41.9,3.7239999999999998,24,66.6,20.2,37.073,13.34,20.6
487,5.69175,0.0,18.1,0,5.83,61.14,79.8,3.5459,24,66.6,20.2,39.268,14.98,19.1
488,4.8356699999999995,0.0,18.1,0,5.83,59.050000000000004,53.2,3.1523,24,66.6,20.2,38.822,11.45,20.6
489,0.15086,0.0,27.74,0,6.09,54.54,92.7,1.8209,4,71.1,20.1,39.509,18.06,15.2
491,0.20745999999999998,0.0,27.74,0,6.09,50.93,98.0,1.8226,4,71.1,20.1,31.843,29.68,8.1
492,0.10574000000000001,0.0,27.74,0,6.09,59.83,98.8,1.8681,4,71.1,20.1,39.011,18.07,13.6
493,0.11132,0.0,27.74,0,6.09,59.83,83.5,2.1099,4,71.1,20.1,39.69,13.35,20.1
494,0.17331,0.0,9.69,0,5.85,57.07000000000001,54.0,2.3817,6,39.1,19.2,39.69,12.01,21.8
498,0.26838,0.0,9.69,0,5.85,57.94,70.6,2.8927,6,39.1,19.2,39.69,14.1,18.3
500,0.17783,0.0,9.69,0,5.85,55.69,73.5,2.3999,6,39.1,19.2,39.577,15.1,17.5
502,0.06262999999999999,0.0,11.93,0,5.7299999999999995,65.93,69.1,2.4786,1,27.3,21.0,39.199,9.67,22.4
503,0.04527,0.0,11.93,0,5.7299999999999995,61.2,76.7,2.2875,1,27.3,21.0,39.69,9.08,20.6
504,0.06076,0.0,11.93,0,5.7299999999999995,69.76,91.0,2.1675,1,27.3,21.0,39.69,5.64,23.9
506,0.04741,0.0,11.93,0,5.7299999999999995,60.300000000000004,80.8,2.505,1,27.3,21.0,39.69,7.88,11.9
